"X","Y","H80_r3a (TWT)"
528480.01,2264661.01,754.430359
528480.01,2264761.01,756.694916
528480.01,2264861.01,759.723816
528480.01,2264961.01,759.60141
528480.01,2265061.01,758.103577
528480.01,2265161.01,750.668274
528480.01,2265261.01,748.059052
528480.01,2265361.01,747.947968
528480.01,2265461.01,749.473618
528480.01,2265561.01,752.401001
528480.01,2265661.01,752.846802
528480.01,2265761.01,754.140625
528480.01,2265861.01,755.575256
528480.01,2265961.01,756.373077
528480.01,2266061.01,757.461029
528480.01,2266161.01,758.665421
528480.01,2266261.01,759.333923
528480.01,2266361.01,758.346863
528480.01,2266461.01,759.046692
528480.01,2266561.01,-9999
528580.01,2260761.01,-9999
528580.01,2260861.01,797.453278
528580.01,2260961.01,800.433289
528580.01,2261061.01,803.60022
528580.01,2261161.01,802.20993
528580.01,2261261.01,799.161987
528580.01,2261361.01,797.965195
528580.01,2261461.01,794.183777
528580.01,2261561.01,792.246399
528580.01,2261661.01,786.287415
528580.01,2261761.01,781.442932
528580.01,2261861.01,780.852844
528580.01,2261961.01,779.572769
528580.01,2262061.01,776.816589
528580.01,2262161.01,774.991058
528580.01,2262261.01,771.886658
528580.01,2262361.01,769.596313
528580.01,2262461.01,766.538956
528580.01,2262561.01,760.194641
528580.01,2262661.01,756.662018
528580.01,2262761.01,755.848572
528580.01,2262861.01,752.643707
528580.01,2262961.01,749.93573
528580.01,2263061.01,748.180161
528580.01,2263161.01,749.837311
528580.01,2263261.01,751.804687
528580.01,2263361.01,752.22345
528580.01,2263461.01,751.696594
528580.01,2263561.01,749.371002
528580.01,2263661.01,750.761414
528580.01,2263761.01,751.859955
528580.01,2263861.01,751.823334
528580.01,2263961.01,752.602463
528580.01,2264061.01,753.490662
528580.01,2264161.01,752.512207
528580.01,2264261.01,751.385498
528580.01,2264361.01,750.856659
528580.01,2264461.01,750.33725
528580.01,2264561.01,751.201324
528580.01,2264661.01,751.794617
528580.01,2264761.01,755.114594
528580.01,2264861.01,757.798401
528580.01,2264961.01,757.697174
528580.01,2265061.01,757.757294
528580.01,2265161.01,751.472015
528580.01,2265261.01,747.95517
528580.01,2265361.01,747.194702
528580.01,2265461.01,747.149719
528580.01,2265561.01,748.929871
528580.01,2265661.01,750.122513
528580.01,2265761.01,753.382141
528580.01,2265861.01,754.871078
528580.01,2265961.01,756.41333
528580.01,2266061.01,757.837921
528580.01,2266161.01,760.549164
528580.01,2266261.01,761.672516
528580.01,2266361.01,761.51088
528580.01,2266461.01,760.863525
528580.01,2266561.01,-9999
528680.01,2260761.01,-9999
528680.01,2260861.01,-9999
528680.01,2260961.01,799.911743
528680.01,2261061.01,805.059631
528680.01,2261161.01,807.260803
528680.01,2261261.01,801.93158
528680.01,2261361.01,799.072815
528680.01,2261461.01,798.602844
528680.01,2261561.01,792.688492
528680.01,2261661.01,787.613068
528680.01,2261761.01,785.861572
528680.01,2261861.01,784.081482
528680.01,2261961.01,780.148224
528680.01,2262061.01,778.070435
528680.01,2262161.01,778.565216
528680.01,2262261.01,776.550171
528680.01,2262361.01,770.119583
528680.01,2262461.01,767.202087
528680.01,2262561.01,761.888458
528680.01,2262661.01,757.40094
528680.01,2262761.01,755.007263
528680.01,2262861.01,753.645172
528680.01,2262961.01,747.840698
528680.01,2263061.01,744.848572
528680.01,2263161.01,743.751892
528680.01,2263261.01,743.614777
528680.01,2263361.01,743.333374
528680.01,2263461.01,746.554535
528680.01,2263561.01,747.497498
528680.01,2263661.01,748.401382
528680.01,2263761.01,749.437439
528680.01,2263861.01,750.122101
528680.01,2263961.01,752.827057
528680.01,2264061.01,753.03775
528680.01,2264161.01,752.792221
528680.01,2264261.01,751.260223
528680.01,2264361.01,751.042389
528680.01,2264461.01,750.974731
528680.01,2264561.01,750.711212
528680.01,2264661.01,751.19342
528680.01,2264761.01,752.560516
528680.01,2264861.01,755.694977
528680.01,2264961.01,756.478394
528680.01,2265061.01,757.476807
528680.01,2265161.01,753.764038
528680.01,2265261.01,744.810516
528680.01,2265361.01,745.177155
528680.01,2265461.01,745.490021
528680.01,2265561.01,747.955811
528680.01,2265661.01,749.773773
528680.01,2265761.01,752.386475
528680.01,2265861.01,754.106415
528680.01,2265961.01,755.830109
528680.01,2266061.01,758.734329
528680.01,2266161.01,761.437256
528680.01,2266261.01,762.261047
528680.01,2266361.01,761.874084
528680.01,2266461.01,760.551025
528680.01,2266561.01,760.789734
528680.01,2266661.01,-9999
528780.01,2260661.01,-9999
528780.01,2260761.01,-9999
528780.01,2260861.01,-9999
528780.01,2260961.01,-9999
528780.01,2261061.01,802.789703
528780.01,2261161.01,806.458588
528780.01,2261261.01,813.224472
528780.01,2261361.01,811.595184
528780.01,2261461.01,810.995911
528780.01,2261561.01,799.434875
528780.01,2261661.01,790.166443
528780.01,2261761.01,788.359009
528780.01,2261861.01,786.174683
528780.01,2261961.01,780.808075
528780.01,2262061.01,779.361206
528780.01,2262161.01,777.876617
528780.01,2262261.01,776.276184
528780.01,2262361.01,770.897247
528780.01,2262461.01,768.158691
528780.01,2262561.01,763.483215
528780.01,2262661.01,758.108032
528780.01,2262761.01,754.385864
528780.01,2262861.01,750.995056
528780.01,2262961.01,750.392883
528780.01,2263061.01,747.457642
528780.01,2263161.01,739.922058
528780.01,2263261.01,739.756729
528780.01,2263361.01,739.879883
528780.01,2263461.01,743.107941
528780.01,2263561.01,745.058533
528780.01,2263661.01,745.03154
528780.01,2263761.01,747.008636
528780.01,2263861.01,749.745804
528780.01,2263961.01,750.902039
528780.01,2264061.01,751.649475
528780.01,2264161.01,752.222229
528780.01,2264261.01,751.285583
528780.01,2264361.01,750.883942
528780.01,2264461.01,750.904755
528780.01,2264561.01,750.88681
528780.01,2264661.01,750.357544
528780.01,2264761.01,751.24585
528780.01,2264861.01,754.242432
528780.01,2264961.01,755.573761
528780.01,2265061.01,756.964325
528780.01,2265161.01,753.659439
528780.01,2265261.01,745.091858
528780.01,2265361.01,744.549225
528780.01,2265461.01,744.790833
528780.01,2265561.01,745.63472
528780.01,2265661.01,748.813568
528780.01,2265761.01,750.790619
528780.01,2265861.01,754.372467
528780.01,2265961.01,756.93219
528780.01,2266061.01,758.909821
528780.01,2266161.01,761.180359
528780.01,2266261.01,760.765076
528780.01,2266361.01,760.69162
528780.01,2266461.01,761.226273
528780.01,2266561.01,762.569946
528780.01,2266661.01,763.187469
528880.01,2260861.01,-9999
528880.01,2260961.01,-9999
528880.01,2261061.01,799.801987
528880.01,2261161.01,802.80481
528880.01,2261261.01,810.269104
528880.01,2261361.01,817.625916
528880.01,2261461.01,821.002472
528880.01,2261561.01,826.195557
528880.01,2261661.01,822.543671
528880.01,2261761.01,823.131226
528880.01,2261861.01,810.493256
528880.01,2261961.01,799.035583
528880.01,2262061.01,801.882797
528880.01,2262161.01,792.046967
528880.01,2262261.01,800.102783
528880.01,2262361.01,804.684082
528880.01,2262461.01,789.225342
528880.01,2262561.01,772.925934
528880.01,2262661.01,757.789368
528880.01,2262761.01,751.890167
528880.01,2262861.01,744.394043
528880.01,2262961.01,745.825821
528880.01,2263061.01,745.572205
528880.01,2263161.01,740.557587
528880.01,2263261.01,736.912415
528880.01,2263361.01,735.250748
528880.01,2263461.01,739.182068
528880.01,2263561.01,738.449097
528880.01,2263661.01,737.682312
528880.01,2263761.01,741.029358
528880.01,2263861.01,743.999939
528880.01,2263961.01,743.054962
528880.01,2264061.01,745.172989
528880.01,2264161.01,746.449707
528880.01,2264261.01,744.887451
528880.01,2264361.01,746.479004
528880.01,2264461.01,748.055481
528880.01,2264561.01,748.512939
528880.01,2264661.01,747.863312
528880.01,2264761.01,749.263611
528880.01,2264861.01,752.007568
528880.01,2264961.01,753.406616
528880.01,2265061.01,755.175415
528880.01,2265161.01,752.80603
528880.01,2265261.01,742.785736
528880.01,2265361.01,743.289795
528880.01,2265461.01,743.983429
528880.01,2265561.01,744.878113
528880.01,2265661.01,747.152039
528880.01,2265761.01,750.327301
528880.01,2265861.01,752.075256
528880.01,2265961.01,755.82518
528880.01,2266061.01,757.81958
528880.01,2266161.01,758.85614
528880.01,2266261.01,760.147705
528880.01,2266361.01,761.106079
528880.01,2266461.01,762.382446
528880.01,2266561.01,762.895752
528880.01,2266661.01,762.709732
528880.01,2266761.01,-9999
528980.01,2261061.01,-9999
528980.01,2261161.01,-9999
528980.01,2261261.01,807.422028
528980.01,2261361.01,815.414093
528980.01,2261461.01,819.324463
528980.01,2261561.01,825.387451
528980.01,2261661.01,829.018036
528980.01,2261761.01,828.814423
528980.01,2261861.01,822.522018
528980.01,2261961.01,818.251526
528980.01,2262061.01,820.925079
528980.01,2262161.01,826.849731
528980.01,2262261.01,827.186127
528980.01,2262361.01,828.139282
528980.01,2262461.01,824.110275
528980.01,2262561.01,815.817017
528980.01,2262661.01,828.578857
528980.01,2262761.01,805.537598
528980.01,2262861.01,775.103943
528980.01,2262961.01,770.065308
528980.01,2263061.01,745.38504
528980.01,2263161.01,734.647064
528980.01,2263261.01,727.660675
528980.01,2263361.01,726.669922
528980.01,2263461.01,729.049438
528980.01,2263561.01,731.158417
528980.01,2263661.01,731.540436
528980.01,2263761.01,734.558517
528980.01,2263861.01,736.861237
528980.01,2263961.01,734.544067
528980.01,2264061.01,736.16745
528980.01,2264161.01,737.414551
528980.01,2264261.01,737.61937
528980.01,2264361.01,739.865723
528980.01,2264461.01,742.415543
528980.01,2264561.01,742.289795
528980.01,2264661.01,743.924377
528980.01,2264761.01,746.57373
528980.01,2264861.01,747.544647
528980.01,2264961.01,750.095245
528980.01,2265061.01,753.251953
528980.01,2265161.01,753.608643
528980.01,2265261.01,742.178528
528980.01,2265361.01,741.368286
528980.01,2265461.01,742.491272
528980.01,2265561.01,744.043076
528980.01,2265661.01,747.256439
528980.01,2265761.01,750.318665
528980.01,2265861.01,751.873657
528980.01,2265961.01,754.632385
528980.01,2266061.01,757.269775
528980.01,2266161.01,758.156387
528980.01,2266261.01,759.239899
528980.01,2266361.01,760.31134
528980.01,2266461.01,760.395386
528980.01,2266561.01,762.095276
528980.01,2266661.01,762.170746
528980.01,2266761.01,762.21814
528980.01,2266861.01,-9999
529080.01,2261161.01,-9999
529080.01,2261261.01,-9999
529080.01,2261361.01,-9999
529080.01,2261461.01,817.437836
529080.01,2261561.01,823.34079
529080.01,2261661.01,825.799622
529080.01,2261761.01,827.295288
529080.01,2261861.01,823.71637
529080.01,2261961.01,818.485657
529080.01,2262061.01,821.744614
529080.01,2262161.01,827.70462
529080.01,2262261.01,828.159988
529080.01,2262361.01,828.495056
529080.01,2262461.01,829.207153
529080.01,2262561.01,833.093262
529080.01,2262661.01,831.850037
529080.01,2262761.01,824.358063
529080.01,2262861.01,813.534134
529080.01,2262961.01,812.932129
529080.01,2263061.01,801.081604
529080.01,2263161.01,755.026886
529080.01,2263261.01,739.34494
529080.01,2263361.01,719.966568
529080.01,2263461.01,724.321228
529080.01,2263561.01,728.13269
529080.01,2263661.01,729.771912
529080.01,2263761.01,731.446381
529080.01,2263861.01,732.203857
529080.01,2263961.01,732.43634
529080.01,2264061.01,733.481445
529080.01,2264161.01,735.213455
529080.01,2264261.01,735.526306
529080.01,2264361.01,737.821838
529080.01,2264461.01,739.182251
529080.01,2264561.01,739.384003
529080.01,2264661.01,740.973373
529080.01,2264761.01,743.500549
529080.01,2264861.01,744.342926
529080.01,2264961.01,745.838989
529080.01,2265061.01,750.131104
529080.01,2265161.01,751.213165
529080.01,2265261.01,745.2397
529080.01,2265361.01,739.785553
529080.01,2265461.01,742.007614
529080.01,2265561.01,743.671387
529080.01,2265661.01,747.291809
529080.01,2265761.01,751.099548
529080.01,2265861.01,753.330231
529080.01,2265961.01,754.839584
529080.01,2266061.01,757.534363
529080.01,2266161.01,757.471985
529080.01,2266261.01,756.844849
529080.01,2266361.01,757.985657
529080.01,2266461.01,758.651398
529080.01,2266561.01,760.850784
529080.01,2266661.01,762.130371
529080.01,2266761.01,762.628082
529080.01,2266861.01,-9999
529180.01,2261361.01,-9999
529180.01,2261461.01,-9999
529180.01,2261561.01,822.713226
529180.01,2261661.01,824.56839
529180.01,2261761.01,826.488159
529180.01,2261861.01,826.073334
529180.01,2261961.01,824.319153
529180.01,2262061.01,821.354431
529180.01,2262161.01,825.152954
529180.01,2262261.01,826.159241
529180.01,2262361.01,826.078796
529180.01,2262461.01,826.131363
529180.01,2262561.01,826.850616
529180.01,2262661.01,825.118195
529180.01,2262761.01,820.426392
529180.01,2262861.01,817.809875
529180.01,2262961.01,817.485046
529180.01,2263061.01,816.22171
529180.01,2263161.01,802.85318
529180.01,2263261.01,790.742523
529180.01,2263361.01,740.236633
529180.01,2263461.01,721.439453
529180.01,2263561.01,722.507401
529180.01,2263661.01,725.139923
529180.01,2263761.01,729.518524
529180.01,2263861.01,729.547546
529180.01,2263961.01,730.754486
529180.01,2264061.01,730.993958
529180.01,2264161.01,733.171967
529180.01,2264261.01,733.29129
529180.01,2264361.01,735.616684
529180.01,2264461.01,736.949799
529180.01,2264561.01,737.059784
529180.01,2264661.01,738.453613
529180.01,2264761.01,740.138855
529180.01,2264861.01,741.591858
529180.01,2264961.01,744.202087
529180.01,2265061.01,748.42421
529180.01,2265161.01,750.681763
529180.01,2265261.01,746.516754
529180.01,2265361.01,738.092285
529180.01,2265461.01,740.509033
529180.01,2265561.01,743.71402
529180.01,2265661.01,746.685257
529180.01,2265761.01,750.295532
529180.01,2265861.01,753.038971
529180.01,2265961.01,754.683411
529180.01,2266061.01,755.800293
529180.01,2266161.01,755.632385
529180.01,2266261.01,756.755646
529180.01,2266361.01,758.041168
529180.01,2266461.01,758.687256
529180.01,2266561.01,759.925232
529180.01,2266661.01,761.916016
529180.01,2266761.01,762.374405
529180.01,2266861.01,762.072998
529180.01,2266961.01,-9999
529280.01,2261561.01,-9999
529280.01,2261661.01,-9999
529280.01,2261761.01,826.332031
529280.01,2261861.01,826.14032
529280.01,2261961.01,825.513779
529280.01,2262061.01,824.913086
529280.01,2262161.01,824.290268
529280.01,2262261.01,824.557251
529280.01,2262361.01,825.091736
529280.01,2262461.01,823.694458
529280.01,2262561.01,822.733032
529280.01,2262661.01,819.841354
529280.01,2262761.01,815.576324
529280.01,2262861.01,814.950668
529280.01,2262961.01,814.41687
529280.01,2263061.01,811.212555
529280.01,2263161.01,804.267578
529280.01,2263261.01,799.794128
529280.01,2263361.01,791.741272
529280.01,2263461.01,754.647385
529280.01,2263561.01,736.552795
529280.01,2263661.01,721.592163
529280.01,2263761.01,724.097839
529280.01,2263861.01,723.027954
529280.01,2263961.01,726.428741
529280.01,2264061.01,729.780029
529280.01,2264161.01,729.80368
529280.01,2264261.01,730.177856
529280.01,2264361.01,732.091309
529280.01,2264461.01,733.630188
529280.01,2264561.01,734.313034
529280.01,2264661.01,736.379761
529280.01,2264761.01,738.736862
529280.01,2264861.01,739.951538
529280.01,2264961.01,742.872467
529280.01,2265061.01,746.571716
529280.01,2265161.01,748.983643
529280.01,2265261.01,747.154968
529280.01,2265361.01,738.383057
529280.01,2265461.01,740.953857
529280.01,2265561.01,742.875488
529280.01,2265661.01,745.578766
529280.01,2265761.01,747.713531
529280.01,2265861.01,752.558578
529280.01,2265961.01,753.14389
529280.01,2266061.01,753.38501
529280.01,2266161.01,755.036194
529280.01,2266261.01,756.437012
529280.01,2266361.01,757.860779
529280.01,2266461.01,758.597382
529280.01,2266561.01,758.934494
529280.01,2266661.01,761.695526
529280.01,2266761.01,763.015533
529280.01,2266861.01,761.861816
529280.01,2266961.01,760.807007
529380.01,2261761.01,-9999
529380.01,2261861.01,825.632801
529380.01,2261961.01,825.113525
529380.01,2262061.01,825.403137
529380.01,2262161.01,827.773376
529380.01,2262261.01,829.476471
529380.01,2262361.01,829.780029
529380.01,2262461.01,828.257263
529380.01,2262561.01,827.92569
529380.01,2262661.01,822.589355
529380.01,2262761.01,818.042542
529380.01,2262861.01,817.714233
529380.01,2262961.01,815.505615
529380.01,2263061.01,808.034454
529380.01,2263161.01,800.389069
529380.01,2263261.01,795.780853
529380.01,2263361.01,793.149597
529380.01,2263461.01,789.883698
529380.01,2263561.01,784.054321
529380.01,2263661.01,743.252762
529380.01,2263761.01,722.741486
529380.01,2263861.01,723.025024
529380.01,2263961.01,724.201904
529380.01,2264061.01,728.054504
529380.01,2264161.01,728.157715
529380.01,2264261.01,728.00119
529380.01,2264361.01,729.963257
529380.01,2264461.01,730.657837
529380.01,2264561.01,732.940826
529380.01,2264661.01,734.66626
529380.01,2264761.01,737.366089
529380.01,2264861.01,738.494293
529380.01,2264961.01,741.186691
529380.01,2265061.01,744.945068
529380.01,2265161.01,747.660034
529380.01,2265261.01,749.495239
529380.01,2265361.01,737.61087
529380.01,2265461.01,739.690735
529380.01,2265561.01,743.967102
529380.01,2265661.01,745.934265
529380.01,2265761.01,748.425049
529380.01,2265861.01,751.41217
529380.01,2265961.01,751.960449
529380.01,2266061.01,753.055435
529380.01,2266161.01,754.337708
529380.01,2266261.01,755.134048
529380.01,2266361.01,755.372742
529380.01,2266461.01,757.03125
529380.01,2266561.01,757.740784
529380.01,2266661.01,760.582336
529380.01,2266761.01,762.065002
529380.01,2266861.01,761.562073
529380.01,2266961.01,761.345215
529380.01,2267061.01,-9999
529480.01,2261861.01,-9999
529480.01,2261961.01,-9999
529480.01,2262061.01,825.078389
529480.01,2262161.01,831.431076
529480.01,2262261.01,831.733643
529480.01,2262361.01,831.611053
529480.01,2262461.01,833.03833
529480.01,2262561.01,830.931458
529480.01,2262661.01,827.93808
529480.01,2262761.01,825.832764
529480.01,2262861.01,823.833191
529480.01,2262961.01,816.761017
529480.01,2263061.01,808.861816
