"X","Y","H80_r3a (Depth)"
528380.01,2261561.01,1100.157104492
528380.01,2261661.01,1099.510742188
528380.01,2261761.01,1098.626831055
528380.01,2261861.01,1076.530029297
528380.01,2261961.01,1072.543212891
528380.01,2262061.01,1072.229858398
528380.01,2262161.01,1072.229858398
528380.01,2262261.01,1072.229858398
528380.01,2262361.01,1090.480102539
528380.01,2262461.01,1090.480102539
528380.01,2262561.01,1081.651367188
528380.01,2262661.01,1087.909790039
528380.01,2262761.01,1078.160644531
528380.01,2262861.01,1077.766601563
528380.01,2262961.01,1080.628051758
528380.01,2263061.01,1081.778686523
528380.01,2263161.01,1082.328979492
528380.01,2263261.01,1084.373413086
528380.01,2263361.01,1084.3671875
528380.01,2263461.01,1083.451293945
528380.01,2263561.01,1082.880615234
528380.01,2263661.01,1084.837890625
528380.01,2263761.01,1084.366210938
528380.01,2263861.01,1083.507446289
528380.01,2263961.01,1081.510986328
528380.01,2264061.01,1076.096679688
528380.01,2264161.01,1072.15625
528380.01,2264261.01,1067.785522461
528380.01,2264361.01,1064.41027832
528380.01,2264461.01,1063.772460938
528380.01,2264561.01,1067.010009766
528380.01,2264661.01,1070.822509766
528380.01,2264761.01,1071.633178711
528380.01,2264861.01,1073.690917969
528380.01,2264961.01,1074.07043457
528380.01,2265061.01,1073.325195313
528380.01,2265161.01,1060.665405273
528380.01,2265261.01,1060.032714844
528380.01,2265361.01,1060.969604492
528380.01,2265461.01,1066.071899414
528380.01,2265561.01,1070.878295898
528380.01,2265661.01,1073.184570313
528380.01,2265761.01,1076.325439453
528380.01,2265861.01,1078.9609375
528380.01,2265961.01,1080.737670898
528380.01,2266061.01,1082.052001953
528380.01,2266161.01,1084.696533203
528380.01,2266261.01,1086.275878906
528380.01,2266361.01,1086.633911133
528380.01,2266461.01,-9999
528480.01,2260861.01,-9999
528480.01,2260961.01,1110.010498047
528480.01,2261061.01,1110.010498047
528480.01,2261161.01,1109.335693359
528480.01,2261261.01,1111.339355469
528480.01,2261361.01,1104.494262695
528480.01,2261461.01,1100.568969727
528480.01,2261561.01,1097.651733398
528480.01,2261661.01,1094.262817383
528480.01,2261761.01,1081.677490234
528480.01,2261861.01,1076.563598633
528480.01,2261961.01,1075.059814453
528480.01,2262061.01,1073.212280273
528480.01,2262161.01,1072.800170898
528480.01,2262261.01,1072.229858398
528480.01,2262361.01,1057.404907227
528480.01,2262461.01,1055.314208984
528480.01,2262561.01,1089.348388672
528480.01,2262661.01,1088.562133789
528480.01,2262761.01,1075.965332031
528480.01,2262861.01,1073.583251953
528480.01,2262961.01,1082.594848633
528480.01,2263061.01,1079.481445313
528480.01,2263161.01,1078.846069336
528480.01,2263261.01,1079.945922852
528480.01,2263361.01,1079.023681641
528480.01,2263461.01,1077.593017578
528480.01,2263561.01,1076.919799805
528480.01,2263661.01,1079.703857422
528480.01,2263761.01,1079.427368164
528480.01,2263861.01,1078.352661133
528480.01,2263961.01,1075.821533203
528480.01,2264061.01,1073.57019043
528480.01,2264161.01,1071.321411133
528480.01,2264261.01,1068.004760742
528480.01,2264361.01,1065.829101563
528480.01,2264461.01,1062.410400391
528480.01,2264561.01,1065.374023438
528480.01,2264661.01,1069.447387695
528480.01,2264761.01,1071.178588867
528480.01,2264861.01,1072.827758789
528480.01,2264961.01,1073.444946289
528480.01,2265061.01,1071.909545898
528480.01,2265161.01,1060.040771484
528480.01,2265261.01,1060.377319336
528480.01,2265361.01,1061.284790039
528480.01,2265461.01,1064.737548828
528480.01,2265561.01,1069.503540039
528480.01,2265661.01,1071.554199219
528480.01,2265761.01,1075.807373047
528480.01,2265861.01,1079.669677734
528480.01,2265961.01,1081.389892578
528480.01,2266061.01,1084.573242188
528480.01,2266161.01,1085.576293945
528480.01,2266261.01,1085.806274414
528480.01,2266361.01,1087.412475586
528480.01,2266461.01,1088.817016602
528480.01,2266561.01,-9999
528580.01,2260761.01,-9999
528580.01,2260861.01,-9999
528580.01,2260961.01,1132.622558594
528580.01,2261061.01,1108.22253418
528580.01,2261161.01,1101.978759766
528580.01,2261261.01,1096.46081543
528580.01,2261361.01,1094.177978516
528580.01,2261461.01,1095.150512695
528580.01,2261561.01,1091.538085938
528580.01,2261661.01,1086.747436523
528580.01,2261761.01,1079.624755859
528580.01,2261861.01,1077.442138672
528580.01,2261961.01,1075.654907227
528580.01,2262061.01,1073.827392578
528580.01,2262161.01,1072.647583008
528580.01,2262261.01,1072.229858398
528580.01,2262361.01,1072.229858398
528580.01,2262461.01,1056.883789063
528580.01,2262561.01,1048.940429688
528580.01,2262661.01,1043.016479492
528580.01,2262761.01,1044.219238281
528580.01,2262861.01,1085.483764648
528580.01,2262961.01,1084.011108398
528580.01,2263061.01,1081.841308594
528580.01,2263161.01,1074.781494141
528580.01,2263261.01,1075.683105469
528580.01,2263361.01,1074.111816406
528580.01,2263461.01,1072.636474609
528580.01,2263561.01,1069.673461914
528580.01,2263661.01,1071.938598633
528580.01,2263761.01,1072.862670898
528580.01,2263861.01,1072.793823242
528580.01,2263961.01,1072.943847656
528580.01,2264061.01,1072.723388672
528580.01,2264161.01,1071.696533203
528580.01,2264261.01,1068.828735352
528580.01,2264361.01,1065.755981445
528580.01,2264461.01,1061.985961914
528580.01,2264561.01,1063.958374023
528580.01,2264661.01,1066.418457031
528580.01,2264761.01,1070.042114258
528580.01,2264861.01,1071.522216797
528580.01,2264961.01,1071.669921875
528580.01,2265061.01,1071.252563477
528580.01,2265161.01,1059.493286133
528580.01,2265261.01,1060.14440918
528580.01,2265361.01,1060.247192383
528580.01,2265461.01,1062.307861328
528580.01,2265561.01,1066.186279297
528580.01,2265661.01,1068.894897461
528580.01,2265761.01,1074.253540039
528580.01,2265861.01,1078.311889648
528580.01,2265961.01,1080.304931641
528580.01,2266061.01,1084.708251953
528580.01,2266161.01,1087.199707031
528580.01,2266261.01,1088.23034668
528580.01,2266361.01,1086.628295898
528580.01,2266461.01,1090.532958984
528580.01,2266561.01,-9999
528680.01,2260761.01,-9999
528680.01,2260861.01,-9999
528680.01,2260961.01,1132.742675781
528680.01,2261061.01,1133.557373047
528680.01,2261161.01,1104.150390625
528680.01,2261261.01,1096.061645508
528680.01,2261361.01,1087.892333984
528680.01,2261461.01,1081.071899414
528680.01,2261561.01,1078.167602539
528680.01,2261661.01,1077.369506836
528680.01,2261761.01,1075.691040039
528680.01,2261861.01,1075.164916992
528680.01,2261961.01,1074.406005859
528680.01,2262061.01,1073.413818359
528680.01,2262161.01,1072.561035156
528680.01,2262261.01,1072.229858398
528680.01,2262361.01,1072.229858398
528680.01,2262461.01,1072.229858398
528680.01,2262561.01,1059.591552734
528680.01,2262661.01,1053.935302734
528680.01,2262761.01,1042.081054688
528680.01,2262861.01,1042.081054688
528680.01,2262961.01,1042.081054688
528680.01,2263061.01,1079.943969727
528680.01,2263161.01,1074.950195313
528680.01,2263261.01,1058.876220703
528680.01,2263361.01,1057.509399414
528680.01,2263461.01,1063.491577148
528680.01,2263561.01,1065.951171875
528680.01,2263661.01,1067.887695313
528680.01,2263761.01,1069.15612793
528680.01,2263861.01,1070.263793945
528680.01,2263961.01,1072.330444336
528680.01,2264061.01,1072.243774414
528680.01,2264161.01,1071.170898438
528680.01,2264261.01,1067.993408203
528680.01,2264361.01,1063.649536133
528680.01,2264461.01,1062.082885742
528680.01,2264561.01,1063.462402344
528680.01,2264661.01,1065.270996094
528680.01,2264761.01,1068.562866211
528680.01,2264861.01,1069.629394531
528680.01,2264961.01,1070.211669922
528680.01,2265061.01,1070.048950195
528680.01,2265161.01,1069.452758789
528680.01,2265261.01,1056.997924805
528680.01,2265361.01,1058.041748047
528680.01,2265461.01,1060.013183594
528680.01,2265561.01,1064.178466797
528680.01,2265661.01,1067.334228516
528680.01,2265761.01,1072.46081543
528680.01,2265861.01,1076.807861328
528680.01,2265961.01,1078.873291016
528680.01,2266061.01,1083.950927734
528680.01,2266161.01,1087.399291992
528680.01,2266261.01,1089.29309082
528680.01,2266361.01,1087.314819336
528680.01,2266461.01,1089.546875
528680.01,2266561.01,1087.836425781
528680.01,2266661.01,-9999
528780.01,2260661.01,-9999
528780.01,2260761.01,-9999
528780.01,2260861.01,-9999
528780.01,2260961.01,1132.948120117
528780.01,2261061.01,1134.297973633
528780.01,2261161.01,1136.008300781
528780.01,2261261.01,1138.323974609
528780.01,2261361.01,1138.323974609
528780.01,2261461.01,1135.607421875
528780.01,2261561.01,1084.071655273
528780.01,2261661.01,1076.229614258
528780.01,2261761.01,1073.663085938
528780.01,2261861.01,1072.543212891
528780.01,2261961.01,1072.229858398
528780.01,2262061.01,1072.229858398
528780.01,2262161.01,1072.229858398
528780.01,2262261.01,1072.229858398
528780.01,2262361.01,1094.055419922
528780.01,2262461.01,1092.733154297
528780.01,2262561.01,1084.870849609
528780.01,2262661.01,1069.305541992
528780.01,2262761.01,1042.081054688
528780.01,2262861.01,1042.081054688
528780.01,2262961.01,1042.081054688
528780.01,2263061.01,1042.081054688
528780.01,2263161.01,1042.224487305
528780.01,2263261.01,1045.968383789
528780.01,2263361.01,1049.802490234
528780.01,2263461.01,1057.728881836
528780.01,2263561.01,1061.528442383
528780.01,2263661.01,1061.736206055
528780.01,2263761.01,1064.772583008
528780.01,2263861.01,1068.392333984
528780.01,2263961.01,1069.529785156
528780.01,2264061.01,1070.318725586
528780.01,2264161.01,1070.055053711
528780.01,2264261.01,1067.356079102
528780.01,2264361.01,1062.782958984
528780.01,2264461.01,1061.986450195
528780.01,2264561.01,1063.623779297
528780.01,2264661.01,1065.005126953
528780.01,2264761.01,1066.016601563
528780.01,2264861.01,1067.666992188
528780.01,2264961.01,1068.345336914
528780.01,2265061.01,1068.787597656
528780.01,2265161.01,1067.615234375
528780.01,2265261.01,1055.677612305
528780.01,2265361.01,1056.686157227
528780.01,2265461.01,1058.076049805
528780.01,2265561.01,1059.542724609
528780.01,2265661.01,1065.001586914
528780.01,2265761.01,1069.104614258
528780.01,2265861.01,1074.696777344
528780.01,2265961.01,1077.942626953
528780.01,2266061.01,1083.700683594
528780.01,2266161.01,1088.189941406
528780.01,2266261.01,1088.975341797
528780.01,2266361.01,1088.977294922
528780.01,2266461.01,1089.959594727
528780.01,2266561.01,1088.131958008
528780.01,2266661.01,1087.358398438
528880.01,2260861.01,-9999
528880.01,2260961.01,-9999
528880.01,2261061.01,1133.9296875
528880.01,2261161.01,1134.546264648
528880.01,2261261.01,1136.423339844
528880.01,2261361.01,1138.009765625
528880.01,2261461.01,1138.323974609
528880.01,2261561.01,1138.323974609
528880.01,2261661.01,1138.323974609
528880.01,2261761.01,1138.323974609
528880.01,2261861.01,1138.013793945
528880.01,2261961.01,1126.399291992
528880.01,2262061.01,1134.354492188
528880.01,2262161.01,1086.574462891
528880.01,2262261.01,1123.266113281
528880.01,2262361.01,1134.354492188
528880.01,2262461.01,1134.354492188
528880.01,2262561.01,1118.669555664
528880.01,2262661.01,1104.993652344
528880.01,2262761.01,1097.807495117
528880.01,2262861.01,1042.081054688
528880.01,2262961.01,1042.081054688
528880.01,2263061.01,1042.081054688
528880.01,2263161.01,1042.171508789
528880.01,2263261.01,1042.83984375
528880.01,2263361.01,1044.75378418
528880.01,2263461.01,1052.938476563
528880.01,2263561.01,1053.911254883
528880.01,2263661.01,1053.050048828
528880.01,2263761.01,1057.25793457
528880.01,2263861.01,1061.005126953
528880.01,2263961.01,1060.311889648
528880.01,2264061.01,1063.037841797
528880.01,2264161.01,1064.052856445
528880.01,2264261.01,1062.23059082
528880.01,2264361.01,1058.87512207
528880.01,2264461.01,1061.089599609
528880.01,2264561.01,1061.920776367
528880.01,2264661.01,1062.932006836
528880.01,2264761.01,1063.838745117
528880.01,2264861.01,1065.243286133
528880.01,2264961.01,1065.134765625
528880.01,2265061.01,1066.177612305
528880.01,2265161.01,1065.433227539
528880.01,2265261.01,1052.698608398
528880.01,2265361.01,1053.755371094
528880.01,2265461.01,1055.835083008
528880.01,2265561.01,1057.593383789
528880.01,2265661.01,1061.878540039
528880.01,2265761.01,1067.210449219
528880.01,2265861.01,1070.021240234
528880.01,2265961.01,1076.403076172
528880.01,2266061.01,1082.908935547
528880.01,2266161.01,1086.57824707
528880.01,2266261.01,1088.837280273
528880.01,2266361.01,1089.814453125
528880.01,2266461.01,1091.021362305
528880.01,2266561.01,1089.451293945
528880.01,2266661.01,1089.667114258
528880.01,2266761.01,-9999
528980.01,2261061.01,-9999
528980.01,2261161.01,1134.123291016
528980.01,2261261.01,1134.231079102
528980.01,2261361.01,1136.061645508
528980.01,2261461.01,1137.502441406
528980.01,2261561.01,1138.419555664
528980.01,2261661.01,1138.143188477
528980.01,2261761.01,1137.425048828
528980.01,2261861.01,1137.976928711
528980.01,2261961.01,1137.272827148
528980.01,2262061.01,1135.197387695
528980.01,2262161.01,1134.354492188
528980.01,2262261.01,1134.354492188
528980.01,2262361.01,1134.354492188
528980.01,2262461.01,1134.354492188
528980.01,2262561.01,1134.354492188
528980.01,2262661.01,1132.371459961
528980.01,2262761.01,1118.655883789
528980.01,2262861.01,1103.024047852
528980.01,2262961.01,1087.465698242
528980.01,2263061.01,1122.21081543
528980.01,2263161.01,1041.809814453
528980.01,2263261.01,1042.011962891
528980.01,2263361.01,1042.463378906
528980.01,2263461.01,1043.752197266
528980.01,2263561.01,1046.081298828
528980.01,2263661.01,1046.176147461
528980.01,2263761.01,1049.315551758
528980.01,2263861.01,1052.634277344
528980.01,2263961.01,1050.047973633
528980.01,2264061.01,1053.170776367
528980.01,2264161.01,1055.487915039
528980.01,2264261.01,1054.809448242
528980.01,2264361.01,1054.858886719
528980.01,2264461.01,1057.112182617
528980.01,2264561.01,1057.622436523
528980.01,2264661.01,1059.166137695
528980.01,2264761.01,1060.935424805
528980.01,2264861.01,1061.766357422
528980.01,2264961.01,1062.690917969
528980.01,2265061.01,1063.472900391
528980.01,2265161.01,1064.28112793
528980.01,2265261.01,1051.31628418
528980.01,2265361.01,1051.106201172
528980.01,2265461.01,1053.219970703
528980.01,2265561.01,1055.365478516
528980.01,2265661.01,1060.656005859
528980.01,2265761.01,1066.619628906
528980.01,2265861.01,1070.016601563
528980.01,2265961.01,1077.672973633
528980.01,2266061.01,1083.739257813
528980.01,2266161.01,1086.275756836
528980.01,2266261.01,1087.534057617
528980.01,2266361.01,1090.186157227
528980.01,2266461.01,1090.833251953
528980.01,2266561.01,1092.785400391
528980.01,2266661.01,1092.663818359
528980.01,2266761.01,1091.707885742
528980.01,2266861.01,-9999
529080.01,2261161.01,-9999
529080.01,2261261.01,1134.498901367
529080.01,2261361.01,1136.769775391
529080.01,2261461.01,1138.69921875
529080.01,2261561.01,1138.092407227
529080.01,2261661.01,1138.064086914
529080.01,2261761.01,1135.162963867
529080.01,2261861.01,1133.678100586
529080.01,2261961.01,1132.379516602
529080.01,2262061.01,1131.892089844
529080.01,2262161.01,1133.182495117
529080.01,2262261.01,1134.180664063
529080.01,2262361.01,1134.078857422
529080.01,2262461.01,1131.747314453
529080.01,2262561.01,1132.73059082
529080.01,2262661.01,1132.201538086
529080.01,2262761.01,1118.655883789
529080.01,2262861.01,1118.655883789
529080.01,2262961.01,1123.818969727
529080.01,2263061.01,1122.21081543
529080.01,2263161.01,1049.173217773
529080.01,2263261.01,1042.081054688
529080.01,2263361.01,1042.081054688
529080.01,2263461.01,1043.057861328
529080.01,2263561.01,1044.03515625
529080.01,2263661.01,1043.232299805
529080.01,2263761.01,1044.53515625
529080.01,2263861.01,1046.046386719
529080.01,2263961.01,1046.63659668
529080.01,2264061.01,1048.847412109
529080.01,2264161.01,1051.821777344
529080.01,2264261.01,1051.733764648
529080.01,2264361.01,1052.951904297
529080.01,2264461.01,1054.088623047
529080.01,2264561.01,1055.476928711
529080.01,2264661.01,1056.420410156
529080.01,2264761.01,1058.143554688
529080.01,2264861.01,1058.546020508
529080.01,2264961.01,1059.261352539
529080.01,2265061.01,1060.352661133
529080.01,2265161.01,1060.826171875
529080.01,2265261.01,1059.906005859
529080.01,2265361.01,1049.624755859
529080.01,2265461.01,1051.532470703
529080.01,2265561.01,1053.237426758
529080.01,2265661.01,1059.220703125
529080.01,2265761.01,1067.228637695
529080.01,2265861.01,1072.124511719
529080.01,2265961.01,1079.531005859
529080.01,2266061.01,1084.056274414
529080.01,2266161.01,1085.690551758
529080.01,2266261.01,1086.757446289
529080.01,2266361.01,1089.592285156
529080.01,2266461.01,1090.230102539
529080.01,2266561.01,1091.761474609
529080.01,2266661.01,1092.381835938
529080.01,2266761.01,1091.258178711
529080.01,2266861.01,-9999
529180.01,2261361.01,-9999
529180.01,2261461.01,1137.728149414
529180.01,2261561.01,1138.318115234
529180.01,2261661.01,1138.12902832
529180.01,2261761.01,1135.298706055
529180.01,2261861.01,1131.477172852
529180.01,2261961.01,1131.137451172
529180.01,2262061.01,1130.903320313
529180.01,2262161.01,1133.082275391
529180.01,2262261.01,1133.989501953
529180.01,2262361.01,1132.493896484
529180.01,2262461.01,1129.5390625
529180.01,2262561.01,1128.367553711
529180.01,2262661.01,1122.34765625
529180.01,2262761.01,1119.754394531
529180.01,2262861.01,1118.659423828
529180.01,2262961.01,1121.590576172
529180.01,2263061.01,1122.21081543
529180.01,2263161.01,1122.21081543
529180.01,2263261.01,1122.21081543
529180.01,2263361.01,1042.081054688
529180.01,2263461.01,1041.9296875
529180.01,2263561.01,1041.270141602
529180.01,2263661.01,1041.135742188
529180.01,2263761.01,1042.507080078
