"X","Y","H04_Cenom (Depth)"
528380.01,2265761.01,37.483943939
528380.01,2265861.01,41.948329926
528380.01,2265961.01,43.290222168
528380.01,2266061.01,45.590286255
528380.01,2266161.01,48.401531219
528380.01,2266261.01,48.174419403
528380.01,2266361.01,47.075248718
528380.01,2266461.01,-9999
528480.01,2260861.01,51.512905121
528480.01,2260961.01,52.657749176
528480.01,2261061.01,55.163974762
528480.01,2261161.01,59.456699371
528480.01,2261261.01,64.250205994
528480.01,2261361.01,71.137702942
528480.01,2261461.01,78.20891571
528480.01,2261561.01,81.94569397
528480.01,2261661.01,84.952232361
528480.01,2261761.01,87.518829346
528480.01,2261861.01,89.004562378
528480.01,2261961.01,93.999702454
528480.01,2262061.01,97.860839844
528480.01,2262161.01,100.201538086
528480.01,2262261.01,102.056358337
528480.01,2262361.01,102.175537109
528480.01,2262461.01,100.819168091
528480.01,2262561.01,100.541107178
528480.01,2262661.01,99.215682983
528480.01,2262761.01,97.9036026
528480.01,2262861.01,95.376167297
528480.01,2262961.01,17.311161041
528480.01,2263061.01,10.327431679
528480.01,2263161.01,9.488788605
528480.01,2263261.01,9.374345779
528480.01,2263361.01,7.988825321
528480.01,2263461.01,7.776543617
528480.01,2263561.01,7.606404305
528480.01,2263661.01,8.034038544
528480.01,2263761.01,7.688574791
528480.01,2263861.01,10.462163925
528480.01,2263961.01,12.658321381
528480.01,2264061.01,13.733422279
528480.01,2264161.01,16.200464249
528480.01,2264261.01,17.938833237
528480.01,2264361.01,17.572845459
528480.01,2264461.01,16.56089592
528480.01,2264561.01,18.902578354
528480.01,2264661.01,20.327951431
528480.01,2264761.01,22.854104996
528480.01,2264861.01,25.633365631
528480.01,2264961.01,27.567329407
528480.01,2265061.01,27.451496124
528480.01,2265161.01,28.985128403
528480.01,2265261.01,29.372022629
528480.01,2265361.01,29.185203552
528480.01,2265461.01,30.336399078
528480.01,2265561.01,30.882516861
528480.01,2265661.01,32.303627014
528480.01,2265761.01,37.794845581
528480.01,2265861.01,40.528709412
528480.01,2265961.01,41.879867554
528480.01,2266061.01,44.616203308
528480.01,2266161.01,47.416835785
528480.01,2266261.01,47.747039795
528480.01,2266361.01,45.469142914
528480.01,2266461.01,43.634567261
528480.01,2266561.01,-9999
528580.01,2260761.01,-9999
528580.01,2260861.01,53.846607208
528580.01,2260961.01,58.055015564
528580.01,2261061.01,61.023059845
528580.01,2261161.01,64.443191528
528580.01,2261261.01,69.389907837
528580.01,2261361.01,75.100494385
528580.01,2261461.01,80.595321655
528580.01,2261561.01,83.39881897
528580.01,2261661.01,85.580825806
528580.01,2261761.01,87.238952637
528580.01,2261861.01,88.795654297
528580.01,2261961.01,92.407196045
528580.01,2262061.01,98.276939392
528580.01,2262161.01,101.168685913
528580.01,2262261.01,101.392562866
528580.01,2262361.01,100.047027588
528580.01,2262461.01,99.140800476
528580.01,2262561.01,97.298240662
528580.01,2262661.01,96.076965332
528580.01,2262761.01,94.314949036
528580.01,2262861.01,91.448707581
528580.01,2262961.01,85.801124573
528580.01,2263061.01,79.543441772
528580.01,2263161.01,53.331008911
528580.01,2263261.01,9.374345779
528580.01,2263361.01,8.841745377
528580.01,2263461.01,10.247083664
528580.01,2263561.01,12.444907188
528580.01,2263661.01,4.204593658
528580.01,2263761.01,4.475932121
528580.01,2263861.01,7.167310238
528580.01,2263961.01,9.056575775
528580.01,2264061.01,10.658955574
528580.01,2264161.01,14.002306938
528580.01,2264261.01,14.950731277
528580.01,2264361.01,15.541611671
528580.01,2264461.01,17.468559265
528580.01,2264561.01,20.018095016
528580.01,2264661.01,21.882188797
528580.01,2264761.01,23.202093124
528580.01,2264861.01,24.28960228
528580.01,2264961.01,24.592559814
528580.01,2265061.01,27.201715469
528580.01,2265161.01,28.138792038
528580.01,2265261.01,27.77494812
528580.01,2265361.01,28.198083878
528580.01,2265461.01,30.152244568
528580.01,2265561.01,31.355066299
528580.01,2265661.01,32.20230484
528580.01,2265761.01,35.115200043
528580.01,2265861.01,40.188644409
528580.01,2265961.01,42.428936005
528580.01,2266061.01,44.759181976
528580.01,2266161.01,46.055274963
528580.01,2266261.01,45.868293762
528580.01,2266361.01,44.769687653
528580.01,2266461.01,42.169898987
528580.01,2266561.01,-9999
528680.01,2260761.01,-9999
528680.01,2260861.01,-9999
528680.01,2260961.01,60.683933258
528680.01,2261061.01,63.331573486
528680.01,2261161.01,66.344520569
528680.01,2261261.01,70.609344482
528680.01,2261361.01,75.548301697
528680.01,2261461.01,80.267997742
528680.01,2261561.01,84.216773987
528680.01,2261661.01,86.925064087
528680.01,2261761.01,87.864181519
528680.01,2261861.01,89.824752808
528680.01,2261961.01,92.762969971
528680.01,2262061.01,96.469871521
528680.01,2262161.01,97.187713623
528680.01,2262261.01,98.191017151
528680.01,2262361.01,97.539131165
528680.01,2262461.01,95.670845032
528680.01,2262561.01,92.88142395
528680.01,2262661.01,91.250297546
528680.01,2262761.01,74.875427246
528680.01,2262861.01,74.125091553
528680.01,2262961.01,74.767951965
528680.01,2263061.01,72.690040588
528680.01,2263161.01,66.672874451
528680.01,2263261.01,44.833374023
528680.01,2263361.01,9.374345779
528680.01,2263461.01,10.704496384
528680.01,2263561.01,11.729085922
528680.01,2263661.01,8.093117714
528680.01,2263761.01,7.876585484
528680.01,2263861.01,7.762627125
528680.01,2263961.01,10.248319626
528680.01,2264061.01,11.905180931
528680.01,2264161.01,13.534451485
528680.01,2264261.01,15.24612999
528680.01,2264361.01,16.041950226
528680.01,2264461.01,19.250841141
528680.01,2264561.01,22.80945015
528680.01,2264661.01,23.443489075
528680.01,2264761.01,22.855194092
528680.01,2264861.01,22.539609909
528680.01,2264961.01,22.554754257
528680.01,2265061.01,25.294754028
528680.01,2265161.01,28.483314514
528680.01,2265261.01,28.006023407
528680.01,2265361.01,28.623163223
528680.01,2265461.01,29.74007225
528680.01,2265561.01,30.792467117
528680.01,2265661.01,32.12745285
528680.01,2265761.01,34.819999695
528680.01,2265861.01,39.915077209
528680.01,2265961.01,42.335502625
528680.01,2266061.01,44.812641144
528680.01,2266161.01,45.043258667
528680.01,2266261.01,44.955749512
528680.01,2266361.01,45.812526703
528680.01,2266461.01,43.432117462
528680.01,2266561.01,45.476036072
528680.01,2266661.01,-9999
528780.01,2260661.01,-9999
528780.01,2260761.01,-9999
528780.01,2260861.01,-9999
528780.01,2260961.01,65.226036072
528780.01,2261061.01,67.567520142
528780.01,2261161.01,70.10042572
528780.01,2261261.01,73.57270813
528780.01,2261361.01,77.465858459
528780.01,2261461.01,80.053192139
528780.01,2261561.01,83.645492554
528780.01,2261661.01,86.465034485
528780.01,2261761.01,87.616752625
528780.01,2261861.01,89.773368835
528780.01,2261961.01,91.044631958
528780.01,2262061.01,91.439369202
528780.01,2262161.01,92.760314941
528780.01,2262261.01,93.09928894
528780.01,2262361.01,92.511604309
528780.01,2262461.01,89.483901978
528780.01,2262561.01,85.886810303
528780.01,2262661.01,78.821243286
528780.01,2262761.01,72.791305542
528780.01,2262861.01,65.120063782
528780.01,2262961.01,65.571640015
528780.01,2263061.01,60.844291687
528780.01,2263161.01,58.894210815
528780.01,2263261.01,59.290962219
528780.01,2263361.01,36.557975769
528780.01,2263461.01,8.093117714
528780.01,2263561.01,8.421942711
528780.01,2263661.01,8.34598732
528780.01,2263761.01,10.125520706
528780.01,2263861.01,11.239710808
528780.01,2263961.01,16.17481041
528780.01,2264061.01,15.15134716
528780.01,2264161.01,14.81828022
528780.01,2264261.01,16.327047348
528780.01,2264361.01,17.113508224
528780.01,2264461.01,20.636051178
528780.01,2264561.01,22.45057106
528780.01,2264661.01,22.294876099
528780.01,2264761.01,21.520448685
528780.01,2264861.01,20.417041779
528780.01,2264961.01,20.131374359
528780.01,2265061.01,22.397502899
528780.01,2265161.01,26.694766998
528780.01,2265261.01,27.064281464
528780.01,2265361.01,28.381689072
528780.01,2265461.01,30.071271896
528780.01,2265561.01,29.846206665
528780.01,2265661.01,31.187936783
528780.01,2265761.01,34.363273621
528780.01,2265861.01,38.206554413
528780.01,2265961.01,40.757537842
528780.01,2266061.01,43.879573822
528780.01,2266161.01,45.44178772
528780.01,2266261.01,46.142276764
528780.01,2266361.01,48.461483002
528780.01,2266461.01,48.144042969
528780.01,2266561.01,48.913715363
528780.01,2266661.01,51.133743286
528880.01,2260861.01,-9999
528880.01,2260961.01,-9999
528880.01,2261061.01,70.951431274
528880.01,2261161.01,73.077903748
528880.01,2261261.01,75.918022156
528880.01,2261361.01,78.968162537
528880.01,2261461.01,81.000320435
528880.01,2261561.01,83.798927307
528880.01,2261661.01,86.266120911
528880.01,2261761.01,87.495742798
528880.01,2261861.01,89.173469543
528880.01,2261961.01,90.163795471
528880.01,2262061.01,90.293701172
528880.01,2262161.01,90.690971375
528880.01,2262261.01,87.873573303
528880.01,2262361.01,85.175315857
528880.01,2262461.01,83.074249268
528880.01,2262561.01,78.860748291
528880.01,2262661.01,73.210098267
528880.01,2262761.01,68.356903076
528880.01,2262861.01,61.787841797
528880.01,2262961.01,54.215229034
528880.01,2263061.01,51.026412964
528880.01,2263161.01,53.037956238
528880.01,2263261.01,58.334201813
528880.01,2263361.01,54.848865509
528880.01,2263461.01,41.835124969
528880.01,2263561.01,8.130093575
528880.01,2263661.01,8.130093575
528880.01,2263761.01,8.130093575
528880.01,2263861.01,10.178632736
528880.01,2263961.01,10.806821823
528880.01,2264061.01,15.335267067
528880.01,2264161.01,17.014125824
528880.01,2264261.01,17.240776062
528880.01,2264361.01,19.584035873
528880.01,2264461.01,20.168628693
528880.01,2264561.01,20.768070221
528880.01,2264661.01,20.73229599
528880.01,2264761.01,21.525720596
528880.01,2264861.01,19.837871552
528880.01,2264961.01,19.115535736
528880.01,2265061.01,20.295156479
528880.01,2265161.01,23.370746613
528880.01,2265261.01,24.607557297
528880.01,2265361.01,27.518611908
528880.01,2265461.01,30.100042343
528880.01,2265561.01,30.10150528
528880.01,2265661.01,31.997602463
528880.01,2265761.01,34.302150726
528880.01,2265861.01,35.688053131
528880.01,2265961.01,38.09967041
528880.01,2266061.01,42.802459717
528880.01,2266161.01,43.973171234
528880.01,2266261.01,46.986251831
528880.01,2266361.01,51.312316895
528880.01,2266461.01,53.293449402
528880.01,2266561.01,53.089893341
528880.01,2266661.01,54.11297226
528880.01,2266761.01,-9999
528980.01,2261061.01,-9999
528980.01,2261161.01,73.829597473
528980.01,2261261.01,76.582565308
528980.01,2261361.01,80.245567322
528980.01,2261461.01,81.807647705
528980.01,2261561.01,83.958267212
528980.01,2261661.01,85.898643494
528980.01,2261761.01,86.724998474
528980.01,2261861.01,87.974121094
528980.01,2261961.01,88.634277344
528980.01,2262061.01,88.132369995
528980.01,2262161.01,87.501922607
528980.01,2262261.01,85.548400879
528980.01,2262361.01,82.625205994
528980.01,2262461.01,80.243133545
528980.01,2262561.01,76.333503723
528980.01,2262661.01,70.213737488
528980.01,2262761.01,65.288978577
528980.01,2262861.01,56.822479248
528980.01,2262961.01,50.280952454
528980.01,2263061.01,44.750228882
528980.01,2263161.01,45.680355072
528980.01,2263261.01,46.391399384
528980.01,2263361.01,45.953502655
528980.01,2263461.01,45.693531036
528980.01,2263561.01,44.874641418
528980.01,2263661.01,44.525115967
528980.01,2263761.01,8.130093575
528980.01,2263861.01,8.130093575
528980.01,2263961.01,10.274663925
528980.01,2264061.01,12.471779823
528980.01,2264161.01,16.007722855
528980.01,2264261.01,16.465641022
528980.01,2264361.01,17.617485046
528980.01,2264461.01,17.852043152
528980.01,2264561.01,17.736030579
528980.01,2264661.01,19.539468765
528980.01,2264761.01,21.718761444
528980.01,2264861.01,20.7955513
528980.01,2264961.01,19.653469086
528980.01,2265061.01,19.488414764
528980.01,2265161.01,21.488376617
528980.01,2265261.01,24.268875122
528980.01,2265361.01,28.596019745
528980.01,2265461.01,30.195480347
528980.01,2265561.01,30.965991974
528980.01,2265661.01,31.901456833
528980.01,2265761.01,34.06817627
528980.01,2265861.01,35.000614166
528980.01,2265961.01,36.510826111
528980.01,2266061.01,41.171829224
528980.01,2266161.01,42.805137634
528980.01,2266261.01,46.481079102
528980.01,2266361.01,51.001934052
528980.01,2266461.01,52.7981987
528980.01,2266561.01,54.356323242
528980.01,2266661.01,56.562038422
528980.01,2266761.01,57.375720978
528980.01,2266861.01,-9999
529080.01,2261161.01,-9999
529080.01,2261261.01,79.112785339
529080.01,2261361.01,80.510856628
529080.01,2261461.01,81.835151672
529080.01,2261561.01,83.563453674
529080.01,2261661.01,84.41544342
529080.01,2261761.01,85.098167419
529080.01,2261861.01,85.468154907
529080.01,2261961.01,85.400032043
529080.01,2262061.01,84.21031189
529080.01,2262161.01,83.087837219
529080.01,2262261.01,80.911941528
529080.01,2262361.01,78.410873413
529080.01,2262461.01,76.088447571
529080.01,2262561.01,72.594429016
529080.01,2262661.01,68.84815979
529080.01,2262761.01,63.78012085
529080.01,2262861.01,57.205142975
529080.01,2262961.01,51.77835083
529080.01,2263061.01,44.821849823
529080.01,2263161.01,43.900726318
529080.01,2263261.01,43.087589264
529080.01,2263361.01,41.145206451
529080.01,2263461.01,42.67754364
529080.01,2263561.01,42.549293518
529080.01,2263661.01,42.233093262
529080.01,2263761.01,40.626113892
529080.01,2263861.01,38.936668396
529080.01,2263961.01,35.715335846
529080.01,2264061.01,13.114263535
529080.01,2264161.01,15.516462326
529080.01,2264261.01,16.220911026
529080.01,2264361.01,15.96999836
529080.01,2264461.01,17.471654892
529080.01,2264561.01,18.009710312
529080.01,2264661.01,18.436250687
529080.01,2264761.01,19.131315231
529080.01,2264861.01,19.36596489
529080.01,2264961.01,20.782365799
529080.01,2265061.01,21.390966415
529080.01,2265161.01,21.476552963
529080.01,2265261.01,24.08306694
529080.01,2265361.01,27.937566757
529080.01,2265461.01,30.111463547
529080.01,2265561.01,30.526025772
529080.01,2265661.01,30.557258606
529080.01,2265761.01,32.250320435
529080.01,2265861.01,33.58065033
529080.01,2265961.01,36.380588531
529080.01,2266061.01,40.020900726
529080.01,2266161.01,42.194374084
529080.01,2266261.01,46.203491211
529080.01,2266361.01,51.734096527
529080.01,2266461.01,53.519264221
529080.01,2266561.01,54.844596863
529080.01,2266661.01,56.869297028
529080.01,2266761.01,57.390892029
529080.01,2266861.01,-9999
529180.01,2261361.01,-9999
529180.01,2261461.01,82.965660095
529180.01,2261561.01,83.433288574
529180.01,2261661.01,83.614074707
529180.01,2261761.01,83.744491577
529180.01,2261861.01,83.549331665
529180.01,2261961.01,82.429969788
529180.01,2262061.01,81.550567627
529180.01,2262161.01,78.387985229
529180.01,2262261.01,77.242050171
529180.01,2262361.01,75.928581238
529180.01,2262461.01,73.666191101
529180.01,2262561.01,70.437728882
529180.01,2262661.01,66.638916016
529180.01,2262761.01,60.777881622
529180.01,2262861.01,56.533912659
529180.01,2262961.01,52.688171387
529180.01,2263061.01,46.903942108
529180.01,2263161.01,43.926425934
529180.01,2263261.01,42.655605316
529180.01,2263361.01,41.570999146
529180.01,2263461.01,39.692680359
529180.01,2263561.01,38.837093353
529180.01,2263661.01,38.587322235
529180.01,2263761.01,39.028343201
529180.01,2263861.01,38.696964264
529180.01,2263961.01,37.880260468
529180.01,2264061.01,36.554885864
529180.01,2264161.01,16.430995941
529180.01,2264261.01,16.522298813
529180.01,2264361.01,16.209405899
529180.01,2264461.01,17.22022438
529180.01,2264561.01,17.041444778
529180.01,2264661.01,16.998994827
529180.01,2264761.01,16.324991226
529180.01,2264861.01,17.217273712
529180.01,2264961.01,20.034561157
529180.01,2265061.01,21.281330109
529180.01,2265161.01,20.177862167
529180.01,2265261.01,22.109107971
529180.01,2265361.01,25.316507339
529180.01,2265461.01,27.227884293
529180.01,2265561.01,29.56171608
529180.01,2265661.01,30.526323318
529180.01,2265761.01,30.917589188
529180.01,2265861.01,31.400306702
529180.01,2265961.01,34.642181396
529180.01,2266061.01,40.006530762
529180.01,2266161.01,42.515983582
529180.01,2266261.01,47.030139923
529180.01,2266361.01,51.70098877
529180.01,2266461.01,54.143348694
529180.01,2266561.01,55.06993866
529180.01,2266661.01,55.828483582
529180.01,2266761.01,56.483329773
529180.01,2266861.01,57.511432648
529180.01,2266961.01,-9999
529280.01,2261561.01,-9999
529280.01,2261661.01,82.713218689
529280.01,2261761.01,81.72038269
529280.01,2261861.01,80.148277283
529280.01,2261961.01,78.430633545
529280.01,2262061.01,76.85017395
529280.01,2262161.01,75.911376953
529280.01,2262261.01,74.854225159
529280.01,2262361.01,74.491333008
529280.01,2262461.01,73.221748352
529280.01,2262561.01,68.043006897
529280.01,2262661.01,64.655822754
529280.01,2262761.01,61.062244415
529280.01,2262861.01,55.805648804
529280.01,2262961.01,51.612770081
529280.01,2263061.01,46.389324188
529280.01,2263161.01,42.814411163
529280.01,2263261.01,40.540924072
529280.01,2263361.01,38.716976166
529280.01,2263461.01,38.414909363
529280.01,2263561.01,37.921703339
529280.01,2263661.01,36.727149963
529280.01,2263761.01,37.603839874
529280.01,2263861.01,36.302387238
529280.01,2263961.01,36.525615692
529280.01,2264061.01,36.808006287
529280.01,2264161.01,36.141815186
529280.01,2264261.01,30.139974594
529280.01,2264361.01,15.539060593
529280.01,2264461.01,15.172866821
529280.01,2264561.01,14.885123253
529280.01,2264661.01,15.405060768
529280.01,2264761.01,15.202012062
529280.01,2264861.01,15.123044968
529280.01,2264961.01,16.709285736
529280.01,2265061.01,18.192602158
529280.01,2265161.01,18.068201065
529280.01,2265261.01,20.561594009
